Unnamed: 0,Unnamed: 0.1,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,AHV,lonlat,geometry,hour_of_the_day,average_temparature,Descriptor_cat,precipitation_levels,zonedist_cat,AHV,yearbuilt,lotdepth,simple_zone_cat,unitsres,enforcability_score,Predicted Enforcability Probability,Predicted Enforcability Score
34,594,43174187,2019-07-02 03:36:00,07/03/2019 03:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016.0,591 3 AVENUE,3 AVENUE,E 38 ST,E 39 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 03:30:00 AM,06 MANHATTAN,1009190005.0,MANHATTAN,990893.0,212015.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.74860626829207,-73.97602485907609,"(40.748606268292065, -73.97602485907609)",0,"(-73.976024859076091, 40.748606268292072)",POINT (990892.9999960575 212015.0144100305),3,81.0,0,0.01,24,0,1927.5869565217392,94.92934782608695,5,20.23913043478261,2,0.14,2
35,595,43174186,2019-07-02 05:55:00,07/03/2019 07:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10027.0,,,,,FREDRICK DOUGLAS BOULEVARD,WEST 128 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 07:00:00 AM,10 MANHATTAN,,MANHATTAN,998158.0,235152.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.812102754198285,-73.94975697762861,"(40.81210275419829, -73.94975697762861)",0,"(-73.94975697762861, 40.812102754198285)",POINT (998157.9999917283 235152.0144247679),5,81.0,0,0.01,22,0,1953.0,775.0,0,877.0,2,0.37,2
36,596,43174200,2019-07-02 07:45:00,07/02/2019 09:55:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11385.0,60-72 PALMETTO STREET,PALMETTO STREET,60 PL,FRESH POND RD,,,ADDRESS,Ridgewood,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/02/2019 09:55:00 AM,05 QUEENS,4035280064.0,QUEENS,1012246.0,197290.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.70814794193383,-73.89902140579834,"(40.70814794193383, -73.89902140579835)",0,"(-73.899021405798337, 40.708147941933831)",POINT (1012245.999983406 197290.0144005348),7,81.0,4,0.01,27,0,1927.2073170731708,100.35716463414633,2,2.4847560975609757,2,0.65,1
37,597,43174201,2019-07-02 14:54:00,07/03/2019 09:46:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 09:46:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),14,81.0,4,0.01,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.5,1
38,598,43174202,2019-07-02 09:47:00,07/03/2019 09:58:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10017.0,333 EAST   49 STREET,EAST   49 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,07/03/2019 09:58:00 AM,06 MANHATTAN,1013420012.0,MANHATTAN,993094.0,213936.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75387699991748,-73.96807874069368,"(40.75387699991748, -73.96807874069368)",0,"(-73.968078740693684, 40.75387699991748)",POINT (993093.9999947504 213936.01441126),9,81.0,4,0.01,1,0,1922.4571428571428,102.44228571428573,5,29.457142857142856,2,0.61,1
40,600,43174206,2019-07-02 20:19:00,07/03/2019 07:10:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11102.0,27-01 12 STREET,12 STREET,BEND,ASTORIA BLVD,,,ADDRESS,Astoria,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 07:10:00 AM,01 QUEENS,4005110022.0,QUEENS,1003655.0,221056.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.77340268804424,-73.92993965282254,"(40.77340268804424, -73.92993965282254)",0,"(-73.92993965282254, 40.773402688044243)",POINT (1003654.999988469 221056.0144158005),20,81.0,1,0.01,21,0,1859.205,107.18885,1,4.5,2,0.15,2
42,602,43174210,2019-07-02 10:36:00,07/03/2019 01:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10017.0,708 3 AVENUE,3 AVENUE,E 44 ST,E 45 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 01:00:00 PM,06 MANHATTAN,1012990033.0,MANHATTAN,991641.0,213371.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75232755216677,-73.97332377450489,"(40.75232755216677, -73.97332377450489)",0,"(-73.973323774504891, 40.752327552166768)",POINT (991640.9999956123 213371.0144108984),10,81.0,5,0.01,40,0,1714.6025641025642,137.01820512820515,13,18.243589743589745,2,0.26,2
43,603,43174204,2019-07-02 21:57:00,07/03/2019 08:15:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,11219.0,1348 64 STREET,64 STREET,13 AVE,14 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 08:15:00 PM,10 BROOKLYN,3057470028.0,BROOKLYN,984301.0,167317.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.625923023962585,-73.99981627509007,"(40.625923023962585, -73.99981627509007)",0,"(-73.999816275090069, 40.625923023962585)",POINT (984300.9999999717 167317.0143810187),21,81.0,7,0.01,27,0,1926.622754491018,96.76634730538922,2,2.8323353293413174,2,0.27,2
45,605,43174406,2019-07-02 20:48:00,07/03/2019 07:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11237.0,294 GROVE STREET,GROVE STREET,KNICKERBOCKER AVE,MYRTLE AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 07:00:00 AM,04 BROOKLYN,3033260019.0,BROOKLYN,1007639.0,193733.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69839819418735,-73.91565070750455,"(40.69839819418734, -73.91565070750457)",0,"(-73.915650707504554, 40.698398194187348)",POINT (1007638.999986135 193733.0143982397),20,81.0,3,0.01,11,0,1933.216560509554,97.01490445859872,1,4.840764331210191,2,0.43,2
46,606,43174407,2019-07-02 05:40:00,07/02/2019 08:21:00 AM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10028.0,1536 3 AVENUE,3 AVENUE,E 86 ST,E 87 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection attempted to contact the complainant by phone, but the phone number provided was incorrect. If the problem still exists, please call 311 and file a new complaint with the correct phone number. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 08:21:00 AM,08 MANHATTAN,1015150036.0,MANHATTAN,997043.0,223122.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77908535607239,-73.95380786102226,"(40.779085356072386, -73.95380786102226)",0,"(-73.953807861022256, 40.779085356072393)",POINT (997042.9999923984 223122.014417123),5,81.0,6,0.01,78,0,1891.8148148148148,100.58462962962966,17,26.555555555555557,2,0.5,1
50,610,43175354,2019-07-02 03:27:00,07/03/2019 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10019.0,,,,,7 AVENUE,WEST 50 STREET,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 01:45:00 AM,05 MANHATTAN,,MANHATTAN,988887.0,216564.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.761093395938246,-73.98326154296245,"(40.76109339593824, -73.98326154296245)",1,"(-73.983261542962452, 40.761093395938246)",POINT (988886.9999972431 216564.0144129458),3,81.0,0,0.01,98,1,1859.142857142857,220.20380952380955,14,54.285714285714285,2,0.35,2
51,611,43175355,2019-07-02 21:30:00,07/03/2019 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10314.0,112 ASHWORTH AVENUE,ASHWORTH AVENUE,DEAD END,FOREST HILL RD,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 01:45:00 AM,02 STATEN ISLAND,5019650063.0,STATEN ISLAND,943822.0,154236.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.589926161157976,-74.14556137686766,"(40.589926161157976, -74.14556137686765)",0,"(-74.145561376867661, 40.589926161157976)",POINT (943822.00002388 154236.0143723534),21,81.0,0,0.01,34,0,1974.2158054711247,208.96504559270517,7,1.513677811550152,2,0.27,2
52,612,43175364,2019-07-02 20:44:00,07/03/2019 09:53:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 09:53:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),20,81.0,4,0.01,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.42,2
53,613,43175367,2019-07-02 21:42:00,07/03/2019 07:10:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10301.0,340 VICTORY BOULEVARD,VICTORY BOULEVARD,CEBRA AVE,AUSTIN PL,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 07:10:00 AM,01 STATEN ISLAND,5005790033.0,STATEN ISLAND,960395.0,170160.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.633694337696994,-74.08594644718819,"(40.63369433769699, -74.08594644718818)",0,"(-74.085946447188192, 40.633694337696994)",POINT (960395.00001411 170160.0143828678),21,81.0,1,0.01,34,0,1946.095394736842,106.24855263157892,7,1.9967105263157894,2,0.17,2
54,614,43175368,2019-07-02 20:12:00,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11101.0,37-27 32 STREET,32 STREET,37 AVE,38 AVE,,,ADDRESS,Long Island City,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/03/2019 04:49:00 AM,01 QUEENS,4003740010.0,QUEENS,1003475.0,214042.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75415146587347,-73.93060958962731,"(40.75415146587347, -73.93060958962732)",0,"(-73.930609589627309, 40.75415146587347)",POINT (1003474.999988587 214042.0144113193),20,81.0,0,0.01,55,0,1911.3413461538462,108.25009615384617,3,3.894230769230769,2,0.24,2
55,615,43175369,2019-07-02 07:08:00,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11216.0,569 ST MARKS AVENUE,ST MARKS AVENUE,FRANKLIN AVE,BEDFORD AVE,,,ADDRESS,BROOKLYN,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/03/2019 06:31:00 AM,08 BROOKLYN,3012170072.0,BROOKLYN,996766.0,185455.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67569904218964,-73.9548780919277,"(40.67569904218964, -73.9548780919277)",0,"(-73.954878091927696, 40.675699042189642)",POINT (996765.9999925887 185455.0143928678),7,81.0,0,0.01,16,0,1890.7214285714285,109.45028571428571,1,4.65,2,0.29,2
56,616,43175370,2019-07-02 20:48:00,07/03/2019 09:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003.0,230 PARK AVENUE SOUTH,PARK AVENUE SOUTH,BROADWAY,PARK AVE S,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 09:00:00 PM,05 MANHATTAN,1008470040.0,MANHATTAN,987368.0,208107.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.737881729647185,-73.98874868939569,"(40.737881729647185, -73.98874868939568)",1,"(-73.988748689395692, 40.737881729647185)",POINT (987367.999998144 208107.0144075205),20,81.0,0,0.01,113,1,1910.2727272727273,121.49469696969696,3,8.787878787878787,2,0.14,2
59,619,43176572,2019-07-02 07:42:00,07/02/2019 02:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10007.0,79 WARREN STREET,WARREN STREET,W BROADWAY,GREENWICH ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 02:00:00 PM,01 MANHATTAN,1001320023.0,MANHATTAN,981388.0,199854.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.71522933958944,-74.0103240240668,"(40.71522933958944, -74.01032402406679)",1,"(-74.010324024066804, 40.715229339589442)",POINT (981388.0000016965 199854.0144022027),7,81.0,0,0.01,15,1,1901.9642857142858,133.9232142857143,14,36.0,2,0.36,2
60,620,43176573,2019-07-02 06:44:00,07/03/2019 06:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10312.0,57 THORNYCROFT AVENUE,THORNYCROFT AVENUE,TENNYSON DR,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 06:15:00 AM,03 STATEN ISLAND,5053180072.0,STATEN ISLAND,942357.0,134266.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.53510564822653,-74.15071240360598,"(40.535105648226526, -74.15071240360598)",0,"(-74.150712403605979, 40.535105648226534)",POINT (942357.0000247072 134266.0143590865),6,81.0,0,0.01,45,0,1920.5718849840255,103.79723642172524,7,1.5191693290734825,2,0.23,2
61,621,43176585,2019-07-02 20:47:00,07/03/2019 09:53:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 09:53:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),20,81.0,4,0.01,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.42,2
62,622,43176586,2019-07-02 20:28:00,07/03/2019 10:04:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11377.0,53-13 WOODSIDE AVENUE,WOODSIDE AVENUE,BEND,39 RD,,,ADDRESS,Woodside,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 10:04:00 AM,02 QUEENS,4012240010.0,QUEENS,1009173.0,211817.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74803018158989,-73.9100515779528,"(40.74803018158989, -73.91005157795279)",0,"(-73.9100515779528, 40.74803018158989)",POINT (1009172.999985202 211817.0144098824),20,81.0,4,0.01,31,0,1895.71826625387,113.70095975232199,6,1.8359133126934986,2,0.38,2
63,623,43176587,2019-07-02 18:00:00,07/03/2019 09:51:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 09:51:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),18,81.0,4,0.01,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.42,2
64,624,43176588,2019-07-02 17:51:00,07/03/2019 09:51:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10301.0,131 JERSEY STREET,JERSEY STREET,RICHMOND TER,BEND,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/03/2019 09:51:00 AM,01 STATEN ISLAND,5000510001.0,STATEN ISLAND,960146.0,174002.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.64423912726966,-74.08685728635189,"(40.64423912726966, -74.08685728635189)",0,"(-74.086857286351886, 40.644239127269657)",POINT (960146.0000142661 174002.0143853919),17,81.0,4,0.01,25,0,1921.9754464285713,121.23908482142859,8,1.6495535714285714,2,0.44,2
65,625,43176589,2019-07-02 15:30:00,07/03/2019 10:01:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11373.0,86-20 56 AVENUE,56 AVENUE,VAN HORN ST,SEABURY ST,,,ADDRESS,Elmhurst,,,Closed,,The Department of Environmental Protection determined that an inspection is not warranted to investigate this complaint at this time and sent a letter to the complainant and/or respondent.,07/03/2019 10:01:00 AM,04 QUEENS,4028690008.0,QUEENS,1018428.0,206424.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7331968246775,-73.8766772344066,"(40.7331968246775, -73.87667723440661)",0,"(-73.8766772344066, 40.733196824677499)",POINT (1018427.999979722 206424.0144064149),15,81.0,4,0.01,21,0,1932.0633147113595,95.29945996275607,6,2.2402234636871508,2,0.5,1
67,627,43176592,2019-07-02 19:33:00,07/03/2019 08:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10044.0,460 MAIN STREET,MAIN STREET,BEND,BEND,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 08:00:00 PM,08 MANHATTAN,1013730009.0,MANHATTAN,997601.0,215931.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.759347108874934,-73.9518073558607,"(40.759347108874934, -73.95180735586068)",0,"(-73.951807355860694, 40.759347108874934)",POINT (997600.9999920713 215931.0144125329),19,81.0,0,0.01,22,0,1978.6315789473683,135.17105263157896,0,4285.868421052632,2,0.36,2
68,628,43176593,2019-07-02 11:40:00,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11224.0,1904 MERMAID AVENUE,MERMAID AVENUE,W 19 ST,W 20 ST,,,ADDRESS,BROOKLYN,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/07/2019 09:04:00 AM,13 BROOKLYN,3070600011.0,BROOKLYN,988134.0,149304.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.576480145539115,-73.98601844472915,"(40.576480145539115, -73.98601844472915)",0,"(-73.986018444729154, 40.576480145539115)",POINT (988133.9999977029 149304.0143691282),11,81.0,0,0.01,39,0,1975.3777777777777,122.14933333333335,1,25.711111111111112,2,0.31,2
69,629,43177768,2019-07-02 14:54:00,,DEP,Department of Environmental Protection,Noise,Noise: Manufacturing Noise (NK1),,11104.0,39-34 43 STREET,43 STREET,BARNETT AVE,SKILLMAN AVE,,,ADDRESS,Sunnyside,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/03/2019 09:07:00 AM,02 QUEENS,4001830250.0,QUEENS,1006297.0,212085.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74877341192314,-73.92043032903362,"(40.74877341192314, -73.92043032903362)",0,"(-73.920430329033621, 40.748773411923139)",POINT (1006296.999986912 212085.0144100683),14,81.0,8,0.01,59,0,1001.8918918918919,608.4781621621621,3,0.0,2,0.16,2
71,631,43177774,2019-07-02 11:34:00,,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11412.0,197-03 120 AVENUE,120 AVENUE,197 ST,197 ST,,,ADDRESS,Saint Albans,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/02/2019 01:17:00 PM,12 QUEENS,4126530040.0,QUEENS,1052787.0,190572.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68948752197129,-73.75286324024162,"(40.68948752197129, -73.75286324024162)",0,"(-73.752863240241624, 40.689487521971287)",POINT (1052786.999959387 190572.0143960781),11,81.0,6,0.01,41,0,1940.0849056603774,99.81116981132074,7,1.4641509433962263,2,0.57,1
72,632,43177775,2019-07-02 22:38:00,07/03/2019 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10027.0,1217 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 119 ST,W 120 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 01:45:00 AM,09 MANHATTAN,1019620070.0,MANHATTAN,995515.0,234094.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80920260384985,-73.95930665989394,"(40.80920260384984, -73.95930665989394)",1,"(-73.95930665989394, 40.809202603849847)",POINT (995514.9999932997 234094.0144241015),22,81.0,0,0.01,154,1,1921.6875,108.553125,5,65.1875,2,0.11,2
73,633,43177776,2019-07-02 22:16:00,07/03/2019 06:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11217.0,,,,,NEVINS STREET,STATE STREET,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 06:15:00 AM,02 BROOKLYN,,BROOKLYN,989178.0,189468.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68672129139122,-73.98223094355873,"(40.68672129139123, -73.98223094355873)",1,"(-73.982230943558733, 40.686721291391223)",POINT (989177.9999970763 189468.0143954857),22,81.0,0,0.01,16,1,1913.8189655172414,95.92672413793103,1,3.75,2,0.23,2
74,634,43177781,2019-07-02 02:00:00,07/02/2019 09:54:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11236.0,1192 EAST   92 STREET,EAST   92 STREET,FLATLANDS AVE,SKIDMORE LN,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/02/2019 09:54:00 AM,18 BROOKLYN,3081990050.0,BROOKLYN,1010867.0,172688.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6406252857506,-73.9040924632139,"(40.6406252857506, -73.9040924632139)",0,"(-73.9040924632139, 40.640625285750602)",POINT (1010866.999984248 172688.0143845235),2,81.0,4,0.01,31,0,1939.3394160583941,93.80525547445258,6,1.7919708029197081,2,0.32,2
75,635,43177782,2019-07-02 00:42:00,07/02/2019 07:28:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10472.0,1030 EVERGREEN AVENUE,EVERGREEN AVENUE,BRUCKNER BLVD,WATSON AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/02/2019 07:28:00 AM,09 BRONX,2037120015.0,BRONX,1017434.0,239659.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.824421815387026,-73.88009968743387,"(40.82442181538702, -73.88009968743387)",0,"(-73.880099687433869, 40.824421815387026)",POINT (1017433.999980252 239659.0144275955),0,81.0,1,0.01,11,0,1934.1818181818182,96.63040404040404,1,4.525252525252525,2,0.18,2
