ahv_id,timestamp_utc,building_identification_number,status,residence_within_200_feet,enclosed_building_work,full_or_partial_demolition,crane_use,requested_for_date_ranges,apply_reason,work_description,the_geom,house_number,street_name,zip_code
895396,2019-07-02T00:15:22.169312,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.9754680402103 40.75575910541296),270,PARK AVE,10017.0
895396,2019-07-02T00:15:22.169312,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.97658179551124 40.75623043429942),401,MADISON AVE,10017.0
895397,2019-07-02T00:15:22.417097,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY, INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.9754680402103 40.75575910541296),270,PARK AVE,10017.0
895397,2019-07-02T00:15:22.417097,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY, INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.97658179551124 40.75623043429942),401,MADISON AVE,10017.0
895398,2019-07-02T00:15:22.623665,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY, INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.9754680402103 40.75575910541296),270,PARK AVE,10017.0
895398,2019-07-02T00:15:22.623665,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY, INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.97658179551124 40.75623043429942),401,MADISON AVE,10017.0
895399,2019-07-02T00:15:22.828550,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY, INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.9754680402103 40.75575910541296),270,PARK AVE,10017.0
895399,2019-07-02T00:15:22.828550,1035421.0,PENDING DOB REVIEW,True,False,True,False,"{""07/03/2019"": [""6:00 PM"", ""7:00 AM""], ""07/04/2019"": [""6:00 PM"", ""7:00 AM""], ""07/05/2019"": [""6:00 PM"", ""7:00 AM""], ""07/06/2019"": [""6:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY, INTERIOR DEMOLITION / DEMOLITION WASTE LOAD OUT,POINT (-73.97658179551124 40.75623043429942),401,MADISON AVE,10017.0
895400,2019-07-02T00:15:23.180243,1086107.0,PENDING DOB REVIEW,True,True,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""], ""07/07/2019"": [""9:00 AM"", ""5:00 PM""], ""07/13/2019"": [""9:00 AM"", ""5:00 PM""], ""07/14/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION, MECHANICAL, PLUMBING AND STRUCTURAL WORK ON THE CELLAR AND FIRS FLOOR. PLEASE NOTE THAT PARTIAL SWO (COMPLAINT 1486585) IS FOR WORK RELATED TO THE 4TH FLOOR AND OUR AHV WAS FOR WORK ON THE CELLAR AND FIRST FLOOR.",POINT (-73.97321602091303 40.79046365460613),620,AMSTERDAM AVE,10024.0
895400,2019-07-02T00:15:23.180243,1086107.0,PENDING DOB REVIEW,True,True,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""], ""07/07/2019"": [""9:00 AM"", ""5:00 PM""], ""07/13/2019"": [""9:00 AM"", ""5:00 PM""], ""07/14/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION, MECHANICAL, PLUMBING AND STRUCTURAL WORK ON THE CELLAR AND FIRS FLOOR. PLEASE NOTE THAT PARTIAL SWO (COMPLAINT 1486585) IS FOR WORK RELATED TO THE 4TH FLOOR AND OUR AHV WAS FOR WORK ON THE CELLAR AND FIRST FLOOR.",POINT (-73.97313410813321 40.790576314930966),622,AMSTERDAM AVE,10024.0
895400,2019-07-02T00:15:23.180243,1086107.0,PENDING DOB REVIEW,True,True,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""], ""07/07/2019"": [""9:00 AM"", ""5:00 PM""], ""07/13/2019"": [""9:00 AM"", ""5:00 PM""], ""07/14/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION, MECHANICAL, PLUMBING AND STRUCTURAL WORK ON THE CELLAR AND FIRS FLOOR. PLEASE NOTE THAT PARTIAL SWO (COMPLAINT 1486585) IS FOR WORK RELATED TO THE 4TH FLOOR AND OUR AHV WAS FOR WORK ON THE CELLAR AND FIRST FLOOR.",POINT (-73.97362627275918 40.7905563800375),201,W  90 ST,10024.0
895400,2019-07-02T00:15:23.180243,1086107.0,PENDING DOB REVIEW,True,True,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""], ""07/07/2019"": [""9:00 AM"", ""5:00 PM""], ""07/13/2019"": [""9:00 AM"", ""5:00 PM""], ""07/14/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION, MECHANICAL, PLUMBING AND STRUCTURAL WORK ON THE CELLAR AND FIRS FLOOR. PLEASE NOTE THAT PARTIAL SWO (COMPLAINT 1486585) IS FOR WORK RELATED TO THE 4TH FLOOR AND OUR AHV WAS FOR WORK ON THE CELLAR AND FIRST FLOOR.",POINT (-73.9733516657426 40.79044104921986),203,W  90 ST,10024.0
895401,2019-07-02T00:15:23.381120,4617947.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/06/2019"": [""8:00 AM"", ""4:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"PROPOSED WORK IS FOR INSTALLATION OF SHEETROCKS, PLASTERING,CONCRETE, CLEAN UP AND MAINTAINANCE OF PROTECTION.",,,,
895402,2019-07-02T00:15:23.577513,4617942.0,PENDING DOB REVIEW,True,True,False,False,"{""07/06/2019"": [""8:00 AM"", ""4:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"PROPOSED WORK IS FOR STUCCO, PLASTER & CONCRETE,SHEETROCK, CLEAN UP AND MAINTENANCE OF PROTECTION.",,,,
895403,2019-07-02T00:15:23.854682,4617944.0,PENDING DOB REVIEW,True,True,False,False,"{""07/06/2019"": [""8:00 AM"", ""4:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"PROPOSED WORK IS FOR STUCCO, PLASTER & CONCRETE,SHEETROCK, CLEAN UP AND MAINTENANCE OF PROTECTION.",,,,
895404,2019-07-19T16:00:28.425046,4020281.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/06/2019"": [""8:00 AM"", ""4:00 PM""], ""07/13/2019"": [""8:00 AM"", ""4:00 PM""]}",PUBLIC SAFETY,"HOUSEKEEPING,CLEANING,GEN.CONST.OPERSTIONS,FACADE WORK,INSTALLATION OF WINDOWS,RAILING,COPING,ROOFING,WATERPROOFING,FIRESTOPPING,INSULATION, ELECTRICAL WORK,CARPENTRY,PLASTER,PAINT, CABINETS,TILE WORK,INSTALL ELEVATOR,CMU/PL/MH/SP/LANDSCAPE",POINT (-73.91629207907323 40.78198778528429),19-14,21 RD,11105.0
895405,2019-07-19T16:00:28.713268,3007827.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""4:00 PM""], ""07/13/2019"": [""9:00 AM"", ""4:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"WORK TO INCLUDE SOME SOIL GRADING/PREPARATION, AND CMU WORK AT THE REAR OF THE DWELLING. THERE WILL BE NO DISRUPTIVE, NOISE CREATING DEVICES USED.",POINT (-73.99428315190251 40.678784417563186),38,2 ST,11231.0
895406,2019-07-19T16:00:29.031483,4439916.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/13/2019"": [""7:00 AM"", ""7:00 PM""]}",SCHOOL ZONE,"REQUESTING TO PERFORM WORK ON SAT& SUN AT QUEENS COLLEGE, FITZGERALD GYM, ROOF DECK REPLACEMENT ALONG WITH PLUMBING & MECHANICAL REPAIRS AND ASSOCIATED ASBESTOS ABATEMENT AS PER THE PLANS FILED & AS AGREED WITH SCA. Restrictions: No excessive noise before 10am w/in 200' of residence",POINT (-73.81960747924438 40.73780443307324),64-70,KISSENA BLVD,11367.0
895407,2019-07-19T16:00:29.401547,1080220.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/06/2019"": [""7:00 AM"", ""5:00 PM""], ""07/13/2019"": [""7:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"INTERIOR WIRING M00163914-I1-EL,INTERIOR WORK. FRAMING, HVAC, ELEC,",POINT (-74.00439719016977 40.736159963492796),273,W  11 ST,10014.0
895408,2019-07-19T16:00:29.854589,4840477.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""8:00 AM"", ""5:00 PM""], ""07/13/2019"": [""8:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"CONCRETE FORM WORK,WATERPROOFING ,CARPENTRY, MASONRY, MEP WORK ,REBAR INSTALLATION AND CONCRETE PLACEMENT WITH PUMP TRUCK",,,,
895409,2019-07-19T16:00:30.218930,1015583.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",EMERGENCY WORK,"SPRINKLER MODIFICATIONS FROM THE 2ND TO 14TH FLOORS AS PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY",POINT (-73.9894963296126 40.74197187268571),200,5 AVE,10010.0
895409,2019-07-19T16:00:30.218930,1015583.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",EMERGENCY WORK,"SPRINKLER MODIFICATIONS FROM THE 2ND TO 14TH FLOORS AS PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY",POINT (-73.99026289135122 40.74200080884721),19,W  23 ST,10010.0
895410,2019-07-19T16:00:30.708924,1038517.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/08/2019"": [""6:00 PM"", ""6:00 AM""], ""07/09/2019"": [""6:00 PM"", ""6:00 AM""], ""07/10/2019"": [""6:00 PM"", ""6:00 AM""], ""07/11/2019"": [""6:00 PM"", ""6:00 AM""], ""07/12/2019"": [""6:00 PM"", ""6:00 AM""], ""07/13/2019"": [""6:00 AM"", ""11:00 PM""]}",HAZARDOUS CONDITIONS,AT 24TH FLOOR MODIFICATIONS TO EXISTING HVAC SYSTEM,POINT (-73.96957095399073 40.75710765646044),875,3 AVE,10022.0
895410,2019-07-19T16:00:30.708924,1038517.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/08/2019"": [""6:00 PM"", ""6:00 AM""], ""07/09/2019"": [""6:00 PM"", ""6:00 AM""], ""07/10/2019"": [""6:00 PM"", ""6:00 AM""], ""07/11/2019"": [""6:00 PM"", ""6:00 AM""], ""07/12/2019"": [""6:00 PM"", ""6:00 AM""], ""07/13/2019"": [""6:00 AM"", ""11:00 PM""]}",HAZARDOUS CONDITIONS,AT 24TH FLOOR MODIFICATIONS TO EXISTING HVAC SYSTEM,POINT (-73.96891372921328 40.757389977290366),200,E  53 ST,10022.0
895410,2019-07-19T16:00:30.708924,1038517.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/08/2019"": [""6:00 PM"", ""6:00 AM""], ""07/09/2019"": [""6:00 PM"", ""6:00 AM""], ""07/10/2019"": [""6:00 PM"", ""6:00 AM""], ""07/11/2019"": [""6:00 PM"", ""6:00 AM""], ""07/12/2019"": [""6:00 PM"", ""6:00 AM""], ""07/13/2019"": [""6:00 AM"", ""11:00 PM""]}",HAZARDOUS CONDITIONS,AT 24TH FLOOR MODIFICATIONS TO EXISTING HVAC SYSTEM,POINT (-73.96939778284123 40.757015696306354),201,E  52 ST,10022.0
895411,2019-07-19T16:00:31.332786,1022709.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.98083082896711 40.76077636260476),110,W  51 ST,10019.0
895411,2019-07-19T16:00:31.332786,1022709.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.98024494782713 40.760466150999335),1271,AVE OF THE AMERICAS,10019.0
895411,2019-07-19T16:00:31.332786,1022709.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.9811301195714 40.76090280641224),120,W  51 ST,10019.0
895411,2019-07-19T16:00:31.332786,1022709.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.98122094059926 40.76043222673849),111,W  50 ST,10019.0
895412,2019-07-19T16:00:31.874367,1022709.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.98083082896711 40.76077636260476),110,W  51 ST,10019.0
895412,2019-07-19T16:00:31.874367,1022709.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.98024494782713 40.760466150999335),1271,AVE OF THE AMERICAS,10019.0
895412,2019-07-19T16:00:31.874367,1022709.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.9811301195714 40.76090280641224),120,W  51 ST,10019.0
895412,2019-07-19T16:00:31.874367,1022709.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,", DRYWALL, DUCTWORK INSTALLATION, DEMOLITION, , MISC. STEEL INSTALLATION AND DELIVERIES. GEN CONSTRUCTION, DELIVERIES, ,MISC. INTERIOR DEMO AND DEBRIS REMOVAL.",POINT (-73.98122094059926 40.76043222673849),111,W  50 ST,10019.0
895413,2019-07-19T16:00:32.182838,4020580.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""8:00 AM"", ""6:00 PM""], ""07/13/2019"": [""8:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"MASONRY, STEEL WORK, FRAMING. Restrictions: No plumbing work allowed. No excessive noise before 10am w/in 200' of residence",POINT (-73.92737219539288 40.77349349336956),26-26,18 ST,11102.0
895414,2019-07-19T16:00:32.452229,2129167.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""10:00 AM"", ""6:00 PM""], ""07/13/2019"": [""10:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"MASONRY, CARPENTRY, ELECTRICAL, PLUMBING, SPRINKLER, HVAC, & STEEL",,,,
895415,2019-07-19T16:00:32.921446,1083346.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""], ""07/13/2019"": [""12:00 AM"", ""11:59 PM""], ""07/14/2019"": [""12:00 AM"", ""11:59 PM""], ""07/15/2019"": [""12:00 AM"", ""11:59 PM""], ""07/16/2019"": [""12:00 AM"", ""11:59 PM""], ""07/17/2019"": [""12:00 AM"", ""11:59 PM""], ""07/18/2019"": [""12:00 AM"", ""11:59 PM""], ""07/19/2019"": [""12:00 AM"", ""11:59 PM""]}",DEBRIS REMOVAL,"INTERIOR ALTERATIONS, REMOVAL & REPLACEMENT OF FIRE HOSE CABINETS, DEBRIS REMOVAL WITHIN INTERIOR LOADING DOCK. interior work to be performed only.",POINT (-74.00890100572538 40.70276113800803),39,SOUTH ST,10004.0
895415,2019-07-19T16:00:32.921446,1083346.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""], ""07/13/2019"": [""12:00 AM"", ""11:59 PM""], ""07/14/2019"": [""12:00 AM"", ""11:59 PM""], ""07/15/2019"": [""12:00 AM"", ""11:59 PM""], ""07/16/2019"": [""12:00 AM"", ""11:59 PM""], ""07/17/2019"": [""12:00 AM"", ""11:59 PM""], ""07/18/2019"": [""12:00 AM"", ""11:59 PM""], ""07/19/2019"": [""12:00 AM"", ""11:59 PM""]}",DEBRIS REMOVAL,"INTERIOR ALTERATIONS, REMOVAL & REPLACEMENT OF FIRE HOSE CABINETS, DEBRIS REMOVAL WITHIN INTERIOR LOADING DOCK. interior work to be performed only.",POINT (-74.00975928071374 40.703385511411554),55,WATER ST,10004.0
895416,2019-07-19T16:00:33.359702,1059297.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"SITE MAINTENANCE, HVAC,  ELEVATOR, CARPENTRY, ROOFING",POINT (-73.9532823778557 40.81027871069751),351,W  124 ST,10027.0
895416,2019-07-19T16:00:33.359702,1059297.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"SITE MAINTENANCE, HVAC,  ELEVATOR, CARPENTRY, ROOFING",POINT (-73.9531171071901 40.81035334298819),285,ST NICHOLAS AVE,10027.0
895416,2019-07-19T16:00:33.359702,1059297.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"SITE MAINTENANCE, HVAC,  ELEVATOR, CARPENTRY, ROOFING",POINT (-73.95345381163277 40.81045307378734),1,HANCOCK PL,10027.0
895416,2019-07-19T16:00:33.359702,1059297.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"SITE MAINTENANCE, HVAC,  ELEVATOR, CARPENTRY, ROOFING",POINT (-73.95306726203349 40.810423113784154),283,ST NICHOLAS AVE,10027.0
895416,2019-07-19T16:00:33.359702,1059297.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"SITE MAINTENANCE, HVAC,  ELEVATOR, CARPENTRY, ROOFING",POINT (-73.95309274046613 40.81038744996086),281,ST NICHOLAS AVE,10027.0
895416,2019-07-19T16:00:33.359702,1059297.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"SITE MAINTENANCE, HVAC,  ELEVATOR, CARPENTRY, ROOFING",POINT (-73.95316921223653 40.81028040771091),275,ST NICHOLAS AVE,10027.0
895417,2019-07-19T16:00:33.788466,3348823.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""], ""07/13/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,EXTERIOR FACADE AND ROOF RESTORATION,POINT (-73.99067662443446 40.68130074535324),433,SACKETT ST,11217.0
895418,2019-07-19T16:00:34.616240,1017019.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""07/08/2019"": [""6:00 PM"", ""2:00 AM""], ""07/09/2019"": [""6:00 PM"", ""2:00 AM""], ""07/10/2019"": [""6:00 PM"", ""2:00 AM""], ""07/11/2019"": [""6:00 PM"", ""2:00 AM""], ""07/12/2019"": [""6:00 PM"", ""2:00 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,REMOVAL AND INSTALLATION OF INTERIOR NON-LOAD BEARING PARTITIONS AND FLOORING,POINT (-73.98230704179784 40.74617671982513),2,PARK AVE,10016.0
895418,2019-07-19T16:00:34.616240,1017019.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""07/08/2019"": [""6:00 PM"", ""2:00 AM""], ""07/09/2019"": [""6:00 PM"", ""2:00 AM""], ""07/10/2019"": [""6:00 PM"", ""2:00 AM""], ""07/11/2019"": [""6:00 PM"", ""2:00 AM""], ""07/12/2019"": [""6:00 PM"", ""2:00 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,REMOVAL AND INSTALLATION OF INTERIOR NON-LOAD BEARING PARTITIONS AND FLOORING,POINT (-73.98271271792957 40.74667622927558),40,E  33 ST,10016.0
895419,2019-07-19T16:00:35.075140,1090443.0,AHV DENIED,True,False,False,True,"{""07/08/2019"": [""6:00 PM"", ""12:00 AM""], ""07/09/2019"": [""6:00 PM"", ""12:00 AM""], ""07/10/2019"": [""6:00 PM"", ""12:00 AM""], ""07/11/2019"": [""6:00 PM"", ""12:00 AM""], ""07/12/2019"": [""12:00 AM"", ""6:00 AM""], ""07/15/2019"": [""6:00 PM"", ""12:00 AM""], ""07/16/2019"": [""6:00 PM"", ""12:00 AM""], ""07/17/2019"": [""6:00 PM"", ""12:00 AM""]}",PUBLIC SAFETY,CRANE USE CN#011617 AND CN#83016;STRUCTURAL STEEL WORK;PUBLIC SAFETY WORK AT REDUCE PED/VEH TRAFFIC.,,,,
895420,2019-07-19T16:00:35.481437,3327122.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""], ""07/13/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,FACADE AND ROOF REPAIRS AS PER PLAN,POINT (-73.88202531548653 40.67848693661679),260,SHEPHERD AVE,11208.0
895421,2019-07-19T16:00:36.004690,1007566.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""07/06/2019"": [""7:00 AM"", ""5:00 PM""], ""07/13/2019"": [""7:00 AM"", ""5:00 PM""]}",HAZARDOUS CONDITIONS,CARPENTRY,POINT (-73.99792133977314 40.7238560488733),558,BROADWAY,10012.0
895421,2019-07-19T16:00:36.004690,1007566.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""07/06/2019"": [""7:00 AM"", ""5:00 PM""], ""07/13/2019"": [""7:00 AM"", ""5:00 PM""]}",HAZARDOUS CONDITIONS,CARPENTRY,POINT (-73.99736522272063 40.72354710733319),94,CROSBY ST,10012.0
895422,2019-07-19T16:00:36.392927,1090443.0,AHV DENIED,True,False,False,True,"{""07/09/2019"": [""12:00 AM"", ""6:00 AM""], ""07/10/2019"": [""12:00 AM"", ""6:00 AM""], ""07/11/2019"": [""12:00 AM"", ""6:00 AM""], ""07/16/2019"": [""12:00 AM"", ""6:00 AM""], ""07/17/2019"": [""12:00 AM"", ""6:00 AM""]}",PUBLIC SAFETY,CRANE USE CN#011617 AND CN#83016;STRUCTURAL STEEL WORK;PUBLIC SAFETY WORK AT REDUCE PED/VEH TRAFFIC.,,,,
